Log file open, 01/13/23 15:36:52
[2023.01.13-22.57.45:798][423]LogFileHelpers: InternalPromptForCheckoutAndSave took 192 ms (total: 5.73 sec)
[2023.01.13-22.57.45:981][423]LogUObjectHash: Compacting FUObjectHashTables data took   4.39ms
[2023.01.13-22.57.46:117][423]LogUObjectHash: Compacting FUObjectHashTables data took   5.08ms
[2023.01.13-22.57.46:222][423]LogUObjectHash: Compacting FUObjectHashTables data took   1.91ms
[2023.01.13-22.57.46:239][423]AssetCheck: New page: Asset Save: multiple assets
[2023.01.13-22.57.46:239][423]LogContentValidation: Display: Validating /Script/Engine.Texture2D /Game/Sunnyland/sprites/player/idle/T_player-idle-2.T_player-idle-2
[2023.01.13-22.57.46:239][423]LogContentValidation: Display: Validating /Script/Paper2D.PaperSprite /Game/Sunnyland/sprites/player/idle/player-idle-2_Sprite.player-idle-2_Sprite
[2023.01.13-22.57.51:957][652]LogContentBrowser: Attempting asset rename: player-idle-3 -> T_player-idle-3
[2023.01.13-22.57.52:014][652]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.13-22.57.52:156][652]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/idle/player-idle-3_Sprite
[2023.01.13-22.57.52:158][652]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/player-idle-3_SpriteDD4678B94B272A56AD50508B22721369.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Sunnyland/sprites/player/idle/player-idle-3_Sprite.uasset'
[2023.01.13-22.57.52:173][652]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/idle/T_player-idle-3
[2023.01.13-22.57.52:173][652]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/T_player-idle-383A228E94886B0437CF704A3940DC2EE.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Sunnyland/sprites/player/idle/T_player-idle-3.uasset'
[2023.01.13-22.57.52:188][652]LogFileHelpers: InternalPromptForCheckoutAndSave took 173 ms (total: 5.91 sec)
[2023.01.13-22.57.52:337][652]LogUObjectHash: Compacting FUObjectHashTables data took   4.95ms
[2023.01.13-22.57.52:440][652]LogUObjectHash: Compacting FUObjectHashTables data took   4.43ms
[2023.01.13-22.57.52:546][652]LogUObjectHash: Compacting FUObjectHashTables data took   1.90ms
[2023.01.13-22.57.52:563][652]AssetCheck: New page: Asset Save: multiple assets
[2023.01.13-22.57.52:563][652]LogContentValidation: Display: Validating /Script/Engine.Texture2D /Game/Sunnyland/sprites/player/idle/T_player-idle-3.T_player-idle-3
[2023.01.13-22.57.52:563][652]LogContentValidation: Display: Validating /Script/Paper2D.PaperSprite /Game/Sunnyland/sprites/player/idle/player-idle-3_Sprite.player-idle-3_Sprite
[2023.01.13-22.58.03:002][ 91]LogContentBrowser: Attempting asset rename: player-idle-4 -> T_player-idle-4
[2023.01.13-22.58.03:058][ 91]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.13-22.58.03:197][ 91]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/idle/player-idle-4_Sprite
[2023.01.13-22.58.03:198][ 91]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/player-idle-4_Sprite20FBA8664C48B783060F74AEFEF22612.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Sunnyland/sprites/player/idle/player-idle-4_Sprite.uasset'
[2023.01.13-22.58.03:212][ 91]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/idle/T_player-idle-4
[2023.01.13-22.58.03:212][ 91]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/T_player-idle-4C8EED06F43D880AC5079D999F5650ACC.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Sunnyland/sprites/player/idle/T_player-idle-4.uasset'
[2023.01.13-22.58.03:243][ 91]LogFileHelpers: InternalPromptForCheckoutAndSave took 173 ms (total: 6.08 sec)
[2023.01.13-22.58.03:396][ 91]LogUObjectHash: Compacting FUObjectHashTables data took   5.03ms
[2023.01.13-22.58.03:498][ 91]LogUObjectHash: Compacting FUObjectHashTables data took   4.53ms
[2023.01.13-22.58.03:598][ 91]LogUObjectHash: Compacting FUObjectHashTables data took   1.73ms
[2023.01.13-22.58.03:616][ 91]AssetCheck: New page: Asset Save: multiple assets
[2023.01.13-22.58.03:616][ 91]LogContentValidation: Display: Validating /Script/Engine.Texture2D /Game/Sunnyland/sprites/player/idle/T_player-idle-4.T_player-idle-4
[2023.01.13-22.58.03:616][ 91]LogContentValidation: Display: Validating /Script/Paper2D.PaperSprite /Game/Sunnyland/sprites/player/idle/player-idle-4_Sprite.player-idle-4_Sprite
[2023.01.13-22.58.06:304][212]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.13-22.58.06:466][212]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Maps/Level1" FILE="../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Maps/Level1.umap" SILENT=true AUTOSAVING=false KEEPDIRTY=false
[2023.01.13-22.58.06:558][212]LogUObjectHash: Compacting FUObjectHashTables data took   1.70ms
[2023.01.13-22.58.06:566][212]LogSavePackage: Moving output files for package: /Game/Maps/Level1
[2023.01.13-22.58.06:568][212]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/Level191E865214491A10404437188ACDD23A4.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Maps/Level1.umap'
[2023.01.13-22.58.06:619][212]LogFileHelpers: Saving map 'Level1' took 0.188
[2023.01.13-22.58.06:631][212]LogFileHelpers: InternalPromptForCheckoutAndSave took 325 ms (total: 6.41 sec)
[2023.01.13-22.58.06:647][212]AssetCheck: New page: Asset Save: Level1
[2023.01.13-22.58.06:648][212]LogContentValidation: Display: Validating /Script/Engine.World /Game/Maps/Level1.Level1
[2023.01.13-22.58.08:993][311]LogDebuggerCommands: Repeating last play command: Selected Viewport
[2023.01.13-22.58.09:019][311]BlueprintLog: New page: Pre-Play auto-recompile
[2023.01.13-22.58.09:021][311]LogPlayLevel: [PlayLevel] Compiling CharBlueprint before play...
[2023.01.13-22.58.09:249][311]LogUObjectHash: Compacting FUObjectHashTables data took   7.03ms
[2023.01.13-22.58.09:251][311]LogPlayLevel: PlayLevel: Blueprint regeneration took 242 ms (1 blueprints)
[2023.01.13-22.58.09:251][311]PIE: New page: PIE session: Level1 (Jan 13, 2023, 8:58:09 AM)
[2023.01.13-22.58.09:251][311]LogPlayLevel: Creating play world package: /Game/Maps/UEDPIE_0_Level1
[2023.01.13-22.58.09:254][311]LogPlayLevel: PIE: StaticDuplicateObject took: (0.002355s)
[2023.01.13-22.58.09:254][311]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/Maps/Level1.Level1 to /Game/Maps/UEDPIE_0_Level1.Level1 (0.002421s)
[2023.01.13-22.58.09:254][311]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.13-22.58.09:255][311]LogAIModule: Creating AISystem for world Level1
[2023.01.13-22.58.09:257][311]LogPlayLevel: PIE: World Init took: (0.003132s)
[2023.01.13-22.58.09:369][311]LogUObjectHash: Compacting FUObjectHashTables data took   4.78ms
[2023.01.13-22.58.09:370][311]LogAudio: Display: Creating Audio Device:                 Id: 15, Scope: Unique, Realtime: True
[2023.01.13-22.58.09:371][311]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.01.13-22.58.09:371][311]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.01.13-22.58.09:371][311]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.01.13-22.58.09:371][311]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.01.13-22.58.09:371][311]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2023.01.13-22.58.09:371][311]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.01.13-22.58.09:371][311]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2023.01.13-22.58.09:371][311]LogAudio: Display: AudioDevice MaxSources: 32
[2023.01.13-22.58.09:372][311]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.01.13-22.58.09:372][311]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.01.13-22.58.09:372][311]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.01.13-22.58.09:376][311]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.01.13-22.58.09:421][311]LogAudioMixer: Display: Using Audio Hardware Device Headphones (PLT BB PRO 2 Stereo)
[2023.01.13-22.58.09:422][311]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.01.13-22.58.09:422][311]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.01.13-22.58.09:422][311]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.01.13-22.58.09:425][311]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=15
[2023.01.13-22.58.09:425][311]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=15
[2023.01.13-22.58.09:429][311]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=15
[2023.01.13-22.58.09:429][311]LogInit: FAudioDevice initialized.
[2023.01.13-22.58.09:429][311]LogAudio: Display: Audio Device (ID: 15) registered with world 'Level1'.
[2023.01.13-22.58.09:429][311]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=15
[2023.01.13-22.58.09:436][311]LogLoad: Game class is 'StartBlueprint_C'
[2023.01.13-22.58.09:439][311]LogWorld: Bringing World /Game/Maps/UEDPIE_0_Level1.Level1 up for play (max tick rate 0) at 2023.01.13-15.58.09
[2023.01.13-22.58.09:439][311]LogWorld: Bringing up level for play took: 0.002633
[2023.01.13-22.58.09:443][311]LogOnline: OSS: Created online subsystem instance for: :Context_16
[2023.01.13-22.58.09:449][311]PIE: Server logged in
[2023.01.13-22.58.09:450][311]PIE: Play in editor total start time 0.442 seconds.
[2023.01.13-22.58.14:445][546]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.13-22.58.14:445][546]LogWorld: BeginTearingDown for /Game/Maps/UEDPIE_0_Level1
[2023.01.13-22.58.14:445][546]LogWorld: UWorld::CleanupWorld for Level1, bSessionEnded=true, bCleanupResources=true
[2023.01.13-22.58.14:445][546]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.13-22.58.14:462][546]LogPlayLevel: Display: Shutting down PIE online subsystems
[2023.01.13-22.58.14:476][546]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.13-22.58.14:573][546]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.13-22.58.14:573][546]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=15
[2023.01.13-22.58.14:576][546]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=15
[2023.01.13-22.58.14:625][546]LogUObjectHash: Compacting FUObjectHashTables data took  12.96ms
[2023.01.13-22.58.14:707][547]LogPlayLevel: Display: Destroying online subsystem :Context_16
[2023.01.13-22.58.32:495][891]LogAudioMixer: Warning: Audio Thread Command from SetListenerTransforms()() took 1.111500 milleseconds to execute
[2023.01.13-22.58.37:063][ 99]LogContentBrowser: Attempting asset rename: player-idle-4_Sprite -> SPR_player-idle-4_Sprite
[2023.01.13-22.58.37:122][ 99]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.13-22.58.37:268][ 99]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/idle/PFB_Idle
[2023.01.13-22.58.37:268][ 99]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/PFB_Idle0354C36244E1BE3AFD9ED09EFDAEFE2E.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Sunnyland/sprites/player/idle/PFB_Idle.uasset'
[2023.01.13-22.58.37:268][ 99]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/idle/SPR_player-idle-4_Sprite
[2023.01.13-22.58.37:268][ 99]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/SPR_player-idle-4_SpriteEF04CE624B1DFC01537393ADA0ED1343.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Sunnyland/sprites/player/idle/SPR_player-idle-4_Sprite.uasset'
[2023.01.13-22.58.37:296][ 99]LogFileHelpers: InternalPromptForCheckoutAndSave took 171 ms (total: 6.58 sec)
[2023.01.13-22.58.37:453][ 99]LogUObjectHash: Compacting FUObjectHashTables data took   4.38ms
[2023.01.13-22.58.37:556][ 99]LogUObjectHash: Compacting FUObjectHashTables data took   4.90ms
[2023.01.13-22.58.37:654][ 99]LogUObjectHash: Compacting FUObjectHashTables data took   1.84ms
[2023.01.13-22.58.37:670][ 99]AssetCheck: New page: Asset Save: multiple assets
[2023.01.13-22.58.37:670][ 99]LogContentValidation: Display: Validating /Script/Paper2D.PaperSprite /Game/Sunnyland/sprites/player/idle/SPR_player-idle-4_Sprite.SPR_player-idle-4_Sprite
[2023.01.13-22.58.37:670][ 99]LogContentValidation: Display: Validating /Script/Paper2D.PaperFlipbook /Game/Sunnyland/sprites/player/idle/PFB_Idle.PFB_Idle
[2023.01.13-22.58.52:262][669]LogContentBrowser: Attempting asset rename: player-idle-3_Sprite -> SPR_player-idle-3
[2023.01.13-22.58.52:318][669]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.13-22.58.52:479][669]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/idle/PFB_Idle
[2023.01.13-22.58.52:481][669]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/PFB_IdleF7EE5AE64DE2B972AFC54591DC1CEDE4.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Sunnyland/sprites/player/idle/PFB_Idle.uasset'
[2023.01.13-22.58.52:492][669]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/idle/SPR_player-idle-3
[2023.01.13-22.58.52:493][669]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/SPR_player-idle-3EBD765D1417EEF901A9ACCB5E40505D6.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Sunnyland/sprites/player/idle/SPR_player-idle-3.uasset'
[2023.01.13-22.58.52:510][669]LogFileHelpers: InternalPromptForCheckoutAndSave took 191 ms (total: 6.77 sec)
[2023.01.13-22.58.52:672][669]LogUObjectHash: Compacting FUObjectHashTables data took   4.93ms
[2023.01.13-22.58.52:779][669]LogUObjectHash: Compacting FUObjectHashTables data took   4.44ms
[2023.01.13-22.58.52:885][669]LogUObjectHash: Compacting FUObjectHashTables data took   2.13ms
[2023.01.13-22.58.52:910][669]AssetCheck: New page: Asset Save: multiple assets
[2023.01.13-22.58.52:910][669]LogContentValidation: Display: Validating /Script/Paper2D.PaperSprite /Game/Sunnyland/sprites/player/idle/SPR_player-idle-3.SPR_player-idle-3
[2023.01.13-22.58.52:910][669]LogContentValidation: Display: Validating /Script/Paper2D.PaperFlipbook /Game/Sunnyland/sprites/player/idle/PFB_Idle.PFB_Idle
[2023.01.13-22.58.56:767][812]LogContentBrowser: Attempting asset rename: SPR_player-idle-4_Sprite -> SPR_player-idle-4_Sprite
[2023.01.13-22.59.02:065][ 27]LogContentBrowser: Attempting asset rename: SPR_player-idle-4_Sprite -> SPR_player-idle-4
[2023.01.13-22.59.02:141][ 27]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.13-22.59.02:305][ 27]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/idle/PFB_Idle
[2023.01.13-22.59.02:319][ 27]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/PFB_IdleE6A7EA8A4CAD323A4D7454BC9FE0ACD4.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Sunnyland/sprites/player/idle/PFB_Idle.uasset'
[2023.01.13-22.59.02:328][ 27]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/idle/SPR_player-idle-4
[2023.01.13-22.59.02:328][ 27]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/SPR_player-idle-43570DB59417694B12D5114B6E12D702D.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Sunnyland/sprites/player/idle/SPR_player-idle-4.uasset'
[2023.01.13-22.59.02:360][ 27]LogFileHelpers: InternalPromptForCheckoutAndSave took 217 ms (total: 6.99 sec)
[2023.01.13-22.59.02:520][ 27]LogUObjectHash: Compacting FUObjectHashTables data took   4.96ms
[2023.01.13-22.59.02:631][ 27]LogUObjectHash: Compacting FUObjectHashTables data took   4.41ms
[2023.01.13-22.59.02:734][ 27]LogUObjectHash: Compacting FUObjectHashTables data took   1.72ms
[2023.01.13-22.59.02:754][ 27]AssetCheck: New page: Asset Save: multiple assets
[2023.01.13-22.59.02:755][ 27]LogContentValidation: Display: Validating /Script/Paper2D.PaperSprite /Game/Sunnyland/sprites/player/idle/SPR_player-idle-4.SPR_player-idle-4
[2023.01.13-22.59.02:755][ 27]LogContentValidation: Display: Validating /Script/Paper2D.PaperFlipbook /Game/Sunnyland/sprites/player/idle/PFB_Idle.PFB_Idle
[2023.01.13-22.59.10:798][384]LogContentBrowser: Attempting asset rename: player-idle-2_Sprite -> SPR_player-idle-2
[2023.01.13-22.59.10:864][384]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.13-22.59.10:987][384]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/idle/PFB_Idle
[2023.01.13-22.59.10:989][384]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/PFB_IdleA3173C3242926AA9A1DB9893D64F92A0.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Sunnyland/sprites/player/idle/PFB_Idle.uasset'
[2023.01.13-22.59.11:015][384]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/idle/SPR_player-idle-2
[2023.01.13-22.59.11:015][384]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/SPR_player-idle-291BC056D49E8A6A606C6E6ACC9CE88D2.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Sunnyland/sprites/player/idle/SPR_player-idle-2.uasset'
[2023.01.13-22.59.11:032][384]LogFileHelpers: InternalPromptForCheckoutAndSave took 166 ms (total: 7.15 sec)
[2023.01.13-22.59.11:187][384]LogUObjectHash: Compacting FUObjectHashTables data took   4.79ms
[2023.01.13-22.59.11:296][384]LogUObjectHash: Compacting FUObjectHashTables data took   5.48ms
[2023.01.13-22.59.11:403][384]LogUObjectHash: Compacting FUObjectHashTables data took   2.24ms
[2023.01.13-22.59.11:424][384]AssetCheck: New page: Asset Save: multiple assets
[2023.01.13-22.59.11:424][384]LogContentValidation: Display: Validating /Script/Paper2D.PaperSprite /Game/Sunnyland/sprites/player/idle/SPR_player-idle-2.SPR_player-idle-2
[2023.01.13-22.59.11:424][384]LogContentValidation: Display: Validating /Script/Paper2D.PaperFlipbook /Game/Sunnyland/sprites/player/idle/PFB_Idle.PFB_Idle
[2023.01.13-22.59.18:955][691]LogContentBrowser: Attempting asset rename: player-idle-1_Sprite -> SPR_player-idle-1
[2023.01.13-22.59.19:013][691]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.13-22.59.19:164][691]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/idle/PFB_Idle
[2023.01.13-22.59.19:164][691]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/PFB_Idle6BF6B5524C2D7A0008501EB11711B250.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Sunnyland/sprites/player/idle/PFB_Idle.uasset'
[2023.01.13-22.59.19:164][691]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/idle/SPR_player-idle-1
[2023.01.13-22.59.19:164][691]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/SPR_player-idle-15F49485B4E1AD2F091822BA5E02DF6B5.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Sunnyland/sprites/player/idle/SPR_player-idle-1.uasset'
[2023.01.13-22.59.19:186][691]LogFileHelpers: InternalPromptForCheckoutAndSave took 166 ms (total: 7.32 sec)
[2023.01.13-22.59.19:349][691]LogUObjectHash: Compacting FUObjectHashTables data took   4.57ms
[2023.01.13-22.59.19:457][691]LogUObjectHash: Compacting FUObjectHashTables data took   4.70ms
[2023.01.13-22.59.19:556][691]LogUObjectHash: Compacting FUObjectHashTables data took   1.93ms
[2023.01.13-22.59.19:571][691]AssetCheck: New page: Asset Save: multiple assets
[2023.01.13-22.59.19:571][691]LogContentValidation: Display: Validating /Script/Paper2D.PaperSprite /Game/Sunnyland/sprites/player/idle/SPR_player-idle-1.SPR_player-idle-1
[2023.01.13-22.59.19:571][691]LogContentValidation: Display: Validating /Script/Paper2D.PaperFlipbook /Game/Sunnyland/sprites/player/idle/PFB_Idle.PFB_Idle
[2023.01.13-22.59.20:860][745]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.13-22.59.20:994][745]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Maps/Level1" FILE="../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Maps/Level1.umap" SILENT=true AUTOSAVING=false KEEPDIRTY=false
[2023.01.13-22.59.21:105][745]LogUObjectHash: Compacting FUObjectHashTables data took   1.99ms
[2023.01.13-22.59.21:117][745]LogSavePackage: Moving output files for package: /Game/Maps/Level1
[2023.01.13-22.59.21:117][745]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/Level1DEE24D22433B79C4F07D1AAB2DA3E464.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Maps/Level1.umap'
[2023.01.13-22.59.21:150][745]LogFileHelpers: Saving map 'Level1' took 0.159
[2023.01.13-22.59.21:162][745]LogFileHelpers: InternalPromptForCheckoutAndSave took 301 ms (total: 7.62 sec)
[2023.01.13-22.59.21:178][745]AssetCheck: New page: Asset Save: Level1
[2023.01.13-22.59.21:178][745]LogContentValidation: Display: Validating /Script/Engine.World /Game/Maps/Level1.Level1
[2023.01.13-22.59.40:155][531]LogContentBrowser: Attempting asset rename: player-fall -> SPR_player-fall
[2023.01.13-22.59.40:209][531]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.13-22.59.40:356][531]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/jump/player-fall1
[2023.01.13-22.59.40:357][531]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/player-fall177B7F707480789C9C886DEB3BDC400B4.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Sunnyland/sprites/player/jump/player-fall1.uasset'
[2023.01.13-22.59.40:357][531]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/jump/SPR_player-fall
[2023.01.13-22.59.40:357][531]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/SPR_player-fall1811C8E74443EEFE135C1DB2AB54A41A.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Sunnyland/sprites/player/jump/SPR_player-fall.uasset'
[2023.01.13-22.59.40:377][531]LogFileHelpers: InternalPromptForCheckoutAndSave took 166 ms (total: 7.79 sec)
[2023.01.13-22.59.40:531][531]LogUObjectHash: Compacting FUObjectHashTables data took   5.16ms
[2023.01.13-22.59.40:641][531]LogUObjectHash: Compacting FUObjectHashTables data took   4.39ms
[2023.01.13-22.59.40:743][531]LogUObjectHash: Compacting FUObjectHashTables data took   1.81ms
[2023.01.13-22.59.40:759][531]AssetCheck: New page: Asset Save: multiple assets
[2023.01.13-22.59.40:760][531]LogContentValidation: Display: Validating /Script/Paper2D.PaperSprite /Game/Sunnyland/sprites/player/jump/SPR_player-fall.SPR_player-fall
[2023.01.13-22.59.40:760][531]LogContentValidation: Display: Validating /Script/Paper2D.PaperFlipbook /Game/Sunnyland/sprites/player/jump/player-fall1.player-fall1
[2023.01.13-22.59.49:276][892]LogContentBrowser: Attempting asset rename: player-fall1 -> PFB_player-fall1
[2023.01.13-22.59.49:335][892]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.13-22.59.49:497][892]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Characters/CharBlueprint" FILE="../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Characters/CharBlueprint.uasset" SILENT=true
[2023.01.13-22.59.49:514][892]LogSavePackage: Moving output files for package: /Game/Characters/CharBlueprint
[2023.01.13-22.59.49:514][892]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/CharBlueprint12A52E1542F97E3726AB4AB095512860.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Characters/CharBlueprint.uasset'
[2023.01.13-22.59.49:514][892]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/jump/PFB_player-fall1
[2023.01.13-22.59.49:514][892]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/PFB_player-fall168BD42344291A73CA1B5D6945FCCE744.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Sunnyland/sprites/player/jump/PFB_player-fall1.uasset'
[2023.01.13-22.59.49:535][892]LogFileHelpers: InternalPromptForCheckoutAndSave took 192 ms (total: 7.98 sec)
[2023.01.13-22.59.49:691][892]LogUObjectHash: Compacting FUObjectHashTables data took   4.51ms
[2023.01.13-22.59.49:796][892]LogUObjectHash: Compacting FUObjectHashTables data took   4.83ms
[2023.01.13-22.59.49:895][892]LogUObjectHash: Compacting FUObjectHashTables data took   1.89ms
[2023.01.13-22.59.49:912][892]AssetCheck: New page: Asset Save: multiple assets
[2023.01.13-22.59.49:912][892]LogContentValidation: Display: Validating /Script/Paper2D.PaperFlipbook /Game/Sunnyland/sprites/player/jump/PFB_player-fall1.PFB_player-fall1
[2023.01.13-22.59.49:912][892]LogContentValidation: Display: Validating /Script/Engine.Blueprint /Game/Characters/CharBlueprint.CharBlueprint
[2023.01.13-22.59.57:814][225]LogAudioMixer: Display: Audio Buffer Underrun (starvation) detected. InstanceID=1
[2023.01.13-22.59.58:089][238]LogContentBrowser: Attempting asset rename: player-jump -> PFB_player-jump
[2023.01.13-22.59.58:140][238]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.13-22.59.58:287][238]LogSavePackage: Moving output files for package: /Game/Sunnyland/sprites/player/jump/player-jump1
